"nct_id","disease","drug"
"NCT01592162","Anesthesia","propofol 1% (Astra-Zeneca) and remifentanil"
"NCT01592162","Anesthesia","propofol 1% (Astra-Zeneca) and remifentanil"
"NCT01592162","Anesthesia","Propofol (Astra-Zeneca) and remifentanil"
"NCT01592162","Anesthesia","Propofol (Astra-Zeneca) and remifentanil"
"NCT01592162","Anesthesia","Propofol (B-Braun) and NaCl 0.9%"
"NCT01592162","Anesthesia","Propofol (B-Braun) and remifentanil"
"NCT01592162","Anesthesia","Propofol (B-Braun) and remifentanil"
"NCT03057899","Hypogonadism","TFG capsules (200 mg /capsule)"
"NCT02247466","Laparoscopic Herniotomy","Rocuronium and Sugammadex"
"NCT02247440","Hepatitis C Infection","Peg-interferon + ribavirin under HIV physician supervision"
"NCT04066621","Respiratory Tract Infections","Ceftriaxone Sodium and Sulbactam Sodium for Injection"
"NCT04066621","Urinary Tract Infections in Children","Ceftriaxone Sodium and Sulbactam Sodium for Injection"
"NCT01230736","Glaucoma","Travoprost 0.004%/Timolol 0.5% Fixed Combination eye drops solution (Duotrav®)"
"NCT02294539","Hypertension","Losartan 50mg/amlodipine 5mg"
"NCT02294539","Hypertension","Losartan 100mg/amlodipine 5mg"
"NCT02294539","Hypertension","Losartan 50mg/Hydrochlorothiazide 12.5mg"
"NCT02294539","Hypertension","Losartan 100mg/Hydrochlorothiazide 25mg"
"NCT03771638","Adherence, Medication","Emtricitabine / Tenofovir Disoproxil Oral Tablet"
"NCT04088461","Prediabetic State","Linagliptin / Metformin Oral Tablet"
"NCT04088461","Impaired Glucose Tolerance","Linagliptin / Metformin Oral Tablet"
"NCT04088461","Insulin Resistance","Linagliptin / Metformin Oral Tablet"
"NCT04391660","Skin Disinfection Before Peripheral Venous Catheter Insertion","0.5% sodium hypochlorite solution and 70% ethanol"
"NCT02187055","Rhematoid Arthritis","Tofacitinib with methotrexate"
"NCT02352090","Contraception","Ethinyl estradiol / dienogest"
"NCT02352090","Contraception","Estradiol valerate / dienogest"
"NCT00862823","Healthy","tenofovir, emtricitabine and efavirenz fixed dose tablet"
"NCT00862823","Healthy","tenofovir, emtricitabine and efavirenz tablet added to solution"
"NCT00745901","Contraception","Norgestimate/ethinyl estradiol; Drospirenone/ethinyl estradiol"
"NCT00724711","HIV Infection","emtricitabine (FTC)/tenofovir disoproxil fumarate (TDF)"
"NCT00724711","HIV Infection","abacavir (ABC)/lamivudine (3TC)"
"NCT00688103","Rheumatoid Arthritis","ETN+MTX"
"NCT00687973","Hypertension","Valsartan/amlodipine 80/5 mg tablets"
"NCT02141412","Anesthesia Recovery","dexmedetomidine 0.25 µg/kg IV"
"NCT02141412","Anesthesia Recovery","dexmedetomidine 0.5 µg/kg IV"
"NCT02141412","Anesthesia Recovery","dexmedetomidine 1 µg/kg IV"
"NCT02141412","Anesthesia Emergence","dexmedetomidine 0.25 µg/kg IV"
"NCT02141412","Anesthesia Emergence","dexmedetomidine 0.5 µg/kg IV"
"NCT02141412","Anesthesia Emergence","dexmedetomidine 1 µg/kg IV"
"NCT00261443","Bipolar Disorder","Lithium or Valproate with placebo (PBO)"
"NCT00261443","Bipolar Disorder","Lithium or Valproate with Aripiprazole"
"NCT00207142","HIV Infections","Atazanavir + 2 NRTIs"
"NCT00207142","HIV Infections","Atazanavir + Ritonavir + 2 NRTIs"
"NCT00081653","Post-Menopausal Osteoporosis","ibandronate [Bonviva/Boniva]"
"NCT00081653","Post-Menopausal Osteoporosis","ibandronate [Bonviva/Boniva]"
"NCT01207739","Lyme Disease","Clarithromycin and hydroxychloroquine"
"NCT01207739","Borrelia Infection","Clarithromycin and hydroxychloroquine"
"NCT01569113","Emergency Contraception","Ulipristal Acetate (UPA) + ethinylestradiol/levonorgestrel (Microgynon)"
"NCT01569113","Emergency Contraception","placebo + ethinylestradiol/levonorgestrel"
"NCT01584791","Coronary Artery Disease","clopidogrel napadisilate + aspirin"
"NCT01584791","Coronary Artery Disease","clopidogrel bisulfate + aspirin"
"NCT01817894","Hirsutism","Eflornithine cream 11.5 w/w %"
"NCT01819220","Hypertension","hydrochlorothiazide/telmisartan"
"NCT01819220","Hypertension","amlodipine/valsartan"
"NCT01436916","Prediabetes","oral cholecalciferol + life style counselling"
"NCT01436916","Prediabetes","placebo + life style counselling"
"NCT01436916","Vitamin D Deficiency","oral cholecalciferol + life style counselling"
"NCT01436916","Vitamin D Deficiency","placebo + life style counselling"
"NCT02052323","Malaria","Artesunate/mefloquine (AS/MQ)"
"NCT02231021","Type 2 Diabetes Mellitus","alogliptin + pioglitazone"
"NCT02003391","Open Angle Glaucoma","Travoprost 0.004% / timolol 0.5% fixed combination ophthalmic solution"
"NCT01993836","Alzheimers Disease","Total intravenous anesthesia with propofol"
"NCT01993836","Alzheimers Disease","General anesthesia with isoflurane"
"NCT01993836","Postoperative Delirium","Total intravenous anesthesia with propofol"
"NCT01993836","Postoperative Delirium","General anesthesia with isoflurane"
"NCT01993836","Post Operative Cognitive Dysfunction","Total intravenous anesthesia with propofol"
"NCT01993836","Post Operative Cognitive Dysfunction","General anesthesia with isoflurane"
"NCT01529749","HIV-1 Infection","EFV/FTC/TDF + Losartan"
"NCT01529749","HIV-1 Infection","EFV/FTC/TDF"
"NCT01529749","HIV-1 Infection","FTC/TDF + MK-0518"
"NCT01529749","HIV-1 Infection","FTC/TDF+MK-0518+Losartan"
"NCT01765452","Coronary Artery Disease","Plavix with Astrix"
"NCT02090036","Plasmodium Falciparum","Primaquine (For artemether-lumefantrine+primaquine arm)"
"NCT01736761","HIV","Darunavir, Ritonavir and Rilpivirine"
"NCT01716221","Friedreich Ataxia","bupropion & Citalopram"
"NCT01716221","Friedreich Ataxia","Bupropion & Placebo"
"NCT01716221","Friedreich Ataxia","Placebo & Citalopram"
"NCT01716221","Friedreich Ataxia","Placebo & Placebo"
"NCT01209949","Acne Vulgaris","Adapalene 0.1% and Benzoyl Peroxide 2.5% gel"
"NCT02777619","Pharmacodynamic Interaction","0.0ng/ml Dexmedetomidine"
"NCT02777619","Pharmacodynamic Interaction","0.4ng/ml Dexmedetomidine"
"NCT02777619","Pharmacodynamic Interaction","0.6ng/ml Dexmedetomidine"
"NCT02777619","Pharmacodynamic Interaction","0.8ng/ml Dexmedetomidine"
"NCT00627055","HIV Infections","LPV/r"
"NCT00627055","HIV Infections","LPV/r + TDF/FTC or TDF/3TC"
"NCT01070043","Hypertension","Amlodipine 5mg/Valsartan 80 mg"
"NCT01070043","High Blood Pressure","Amlodipine 5mg/Valsartan 80 mg"
"NCT01042158","Pulmonary Arterial Hypertension","tadalafil and ambrisentan upfront combination therapy"
"NCT01042158","Connective Tissue Disease","tadalafil and ambrisentan upfront combination therapy"
"NCT00936065","Moderate to Severe Psoriasis","Etanercept + Acitretin"
"NCT00906087","Glaucoma","Cosopt (combination eyedrop of dorzolamide and timolol)"
"NCT00654745","Type 2 Diabetes","amlodipine / olmesartan medoxomil combination"
"NCT00654745","Hypertension","amlodipine / olmesartan medoxomil combination"
"NCT00605033","Drug Dependence","Suboxone, Buprenorphine Hydrochloride + Naloxone, SCH 484"
"NCT00452699","Asthma","Fluticasone Propionate/salmeterol xinofoate 250/50 mcg BID"
"NCT00435461","Rhinitis, Allergic, Seasonal","Fluticasone furoate and fexofenadine"
"NCT00424528","Chronic Obstructive Pulmonary Disease","Arformoterol and Tiotropium"
"NCT00424528","Bronchitis","Arformoterol and Tiotropium"
"NCT00424528","Emphysema","Arformoterol and Tiotropium"
"NCT00630084","Chronic Hepatitis C","pegylated interferon alpha 2a and plus ribavirin"
"NCT00630084","Chronic Hepatitis C","pegylated interferon alpha 2a and plus ribavirin"
"NCT00407537","Hypertension","Amlodipine besylate/atorvastatin calcium single pill combination"
"NCT00311155","Essential Hypertension","olmesartan medoxomil + hydrochlorothiazide, if necessary + amlodipine, if necessary"
"NCT02802137","Glaucoma","tafluprost and dorzolamide/timolol"
"NCT02802137","Ocular Surface Disease","tafluprost and dorzolamide/timolol"
"NCT01252056","Diabetic Nephropathy","Probucol and Cilostazol"
"NCT01351298","Flexible Nasendoscopy","0.05% xylometazoline hydrochloride with 1% lidocaine hydrochloride"
"NCT01504139","Progesterone Levels","hCG(r-hCG, Ovitrelle, Merck-Serono, Hellerup, Denmark) in the late follicular phase + luteal phase"
"NCT01504139","Progesterone Levels","hCG(r-hCG, Ovitrelle,Merck-Serono, Hellerup, Denmark) in the follicular phase + luteal phase"
"NCT01504139","Progesterone Levels","vaginal progesterone(Crinone; Merck-Serono, Hellerup, Denmark) and estradiol(Estrofem; Novo Nordisk, Copenhagen, Denmark) in the luteal phase"
"NCT01581853","HIV","Lopinavir/ritonavir 800 mg / 200mg"
"NCT01833819","Chronic Cholecystitis","Dexmedetomidine and lidocaine"
"NCT01834820","Bronchiolitis","Epinephrine and Dexamethasone"
"NCT01990781","Postoperative Sore Throat, Cough, Hoarseness","LD: Lidocaine and dexamethasone"
"NCT02001948","Postoperative Pain","intrathecal morphine 0.1 mg combined with intrathecal heavy bupivacaine 7.5 mg"
"NCT02001948","Postoperative Pain","intrathecal morphine 0.4 mg combined with intrathecal heavy bupivacaine 7.5 mg"
"NCT02001948","Postoperative Pain","intravenous cannulation and premedication"
"NCT03634852","Endophthalmitis Postoperative","Subconjunctival Triamcinolone acetonide 4 mg /0.4 ml"
"NCT00790881","Malaria","Artemether/Lumefantrine"
"NCT00790881","Malaria","Artemether/ lumefantrine"
"NCT04303000","Naloxone","Opioid Overdose Education with Naloxone Distribution"
"NCT02813200","Chronic Obstructive Pulmonary Disease (COPD)","Seretide® Diskus® 500/550 μg"
"NCT01513122","HIV","Lopinavir / ritonavir"
"NCT05046041","Abortion in Second Trimester","Mifepristone + Misoprostol"
"NCT05015322","Shoulder Impingement","bupivacaine and methylprednisolone"
"NCT05015322","Shoulder Impingement","bupivacaine and methylprednisolone"
"NCT05015322","Shoulder Impingement","bupivacaine and methylprednisolone"
"NCT05015322","Ultrasound Guided Injection","bupivacaine and methylprednisolone"
"NCT05015322","Ultrasound Guided Injection","bupivacaine and methylprednisolone"
"NCT05015322","Ultrasound Guided Injection","bupivacaine and methylprednisolone"
"NCT03590912","Otitis Media With Effusion","Mometasone 50 Mcg/Inh Nasal Spray"
"NCT03590912","Otitis Media With Effusion","Antibiotics + Antihistamine (levocetirizine) + Nasal decongestants (Oxymetazoline 0.025%)"
"NCT03443843","Rhinitis, Allergic","loratadine + pseudoephedrine sulfate (BAY818725/Claritin-D)"
"NCT03399474","Limb Deformity","Dexmedetomidine 0.5 ug/kg"
"NCT03399474","Limb Deformity","Dexmedetomidine Injection 0.25 ug/kg"
"NCT00858702","Hypertension","olmesartan medoxomil and a CCB"
"NCT00858702","Hypertension","olmesartan medoxomil and a diuretic"
"NCT02192450","Type 1 Diabetes Mellitus","Insulin aspart/glargine"
"NCT02192450","Type 1 Diabetes Mellitus","Insulin aspart/degludec"
"NCT02192450","Nocturnal Hypoglycemia","Insulin aspart/glargine"
"NCT02192450","Nocturnal Hypoglycemia","Insulin aspart/degludec"
"NCT02192450","Recurrent Severe Hypoglycaemia","Insulin aspart/glargine"
"NCT02192450","Recurrent Severe Hypoglycaemia","Insulin aspart/degludec"
"NCT02194075","Obsessive Compulsive Disorder","Fluvoxamine+Methylphenidate hydrochloride"
"NCT02194075","Obsessive Compulsive Disorder","Fluvoxamine+sugar pill"
"NCT00843856","Glomerulonephritis, Membranous","tacrolimus and mycophenolate mofetil"
"NCT01212523","Hypertension, Pulmonary","propofol and isoflurane"
"NCT03716804","Uncomplicated Urinary Tract Infection","Tablet Ciprofloxacin/ Tablet Cefixime/ Tablet Cefuroxime"
"NCT03716804","Antibiotic Resistant Infection","Tablet Ciprofloxacin/ Tablet Cefixime/ Tablet Cefuroxime"
"NCT00035568","Diabetes Mellitus, Non-Insulin-Dependent","Glucovance (metformin HCl/glyburide)"
"NCT00516919","Obesity","Xenical + behavioral intervention"
"NCT03512210","Hepatitis C","Sofosbuvir/Velpatasvir (SOF/VEL)"
"NCT03512210","HIV-1-infection","Sofosbuvir/Velpatasvir (SOF/VEL)"
"NCT03512210","Liver Diseases","Sofosbuvir/Velpatasvir (SOF/VEL)"
"NCT01044056","Contraception","Levonorgestrel (LNG)/Ethinylestradiol (EE) oral contraceptive tablets"
"NCT01044056","Contraception","norelgestrominum and ethinylestradiol patch oral contraceptive patch"
"NCT01044056","Contraception","Nuvaring ™ (etonorgestrel/ethinylestradiol)"
"NCT03474562","Impaired Fasting Glucose","Monorova® + Amlopin®"
"NCT03474562","Hypertension","Monorova® + Amlopin®"
"NCT02339038","HCV HIV","Ledipasvir 90 mg and Sofosbuvir 400 mg"
"NCT00693225","Erosive Esophagitis","Omeprazole/sodium bicarbonate"
"NCT00673790","Hypertension","Nebivolol with concomitant losartan or lisinopril"
"NCT00673790","Hypertension","HCTZ with concomitant losartan or lisinopril"
"NCT00673790","Hypertension","Placebo with concomitant losartan or lisinopril"
"NCT00640224","Polycystic Ovary Syndrome","drospirenone/ethinyl estradiol"
"NCT00634543","Diabetic Neuropathy","Tramadol hydrochloride/ Acetaminophen"
"NCT03383328","Postoperative Cystoid Macular Edema","NSAID + prednisolone, preoperative"
"NCT03383328","Postoperative Cystoid Macular Edema","NSAID + prednisolone, postoperative"
"NCT02009306","Terminal Cancer","PecFent and Epistatus"
"NCT00496470","Chronic Obstructive Pulmonary Disease, COPD","Symbicort (budesonide/formoterol turbuhaler 320/9ug)"
"NCT03799484","Forehead Rhytides","2.5% lidocaine/2.5% prilocaine"
"NCT03799484","Forehead Wrinkles","2.5% lidocaine/2.5% prilocaine"
"NCT00420628","Chalazion","loteprednol etabonate/tobramycin opthalmic suspension"
"NCT00420628","Hordeolum","loteprednol etabonate/tobramycin opthalmic suspension"
"NCT01269034","Type 1 Diabetes","Rapid and long acting insulin"
"NCT01269034","Type 1 Diabetes","long acting insulin + rapid acting + 1.25 mcg Exenatide"
"NCT00407537","Hypercholesterolemia","Amlodipine besylate/atorvastatin calcium single pill combination"
"NCT00393367","Acute Asthma","Budesonide inhalation suspension (0.5 mg/2mL) 2mg, albuterol (5mg/mL) 7.5 or 10mg"
"NCT00393367","Reactive Airway Exacerbation","Budesonide inhalation suspension (0.5 mg/2mL) 2mg, albuterol (5mg/mL) 7.5 or 10mg"
"NCT02141412","Shivering","dexmedetomidine 0.25 µg/kg IV"
"NCT02141412","Shivering","dexmedetomidine 0.5 µg/kg IV"
"NCT02141412","Shivering","dexmedetomidine 1 µg/kg IV"
"NCT00000373","Obsessive-Compulsive Disorder","olanzapine + fluoxetine"
"NCT00000373","Obsessive-Compulsive Disorder","placebo + fluoxetine"
"NCT03354312","Periodontitis","Articaine hydrochloride/epinephrine (adrenaline) hydrochloride"
"NCT00000437","Alcoholism","Naltrexone Tablet and Nicotine Patch"
"NCT00000437","Alcoholism","Naltrexone Tablet and Placebo Patch"
"NCT00000437","Alcoholism","Placebo Tablet and Nicotine Patch"
"NCT00000437","Alcoholism","Placebo Tablet and Placebo Patch"
"NCT00000437","Smoking","Naltrexone Tablet and Nicotine Patch"
"NCT00000437","Smoking","Naltrexone Tablet and Placebo Patch"
"NCT00000437","Smoking","Placebo Tablet and Nicotine Patch"
"NCT00000437","Smoking","Placebo Tablet and Placebo Patch"
"NCT00216671","Schizophrenia","early initiation of treatment with Risperdal Consta"
"NCT00216671","Schizophrenia","routine initiation of treatment with Risperdal Consta"
"NCT03332056","Nephrolithiasis","Belladonna and Opium"
"NCT02233803","Asthma","NEUMOTEROL 400 (BFF 400/12 mcg) single capsule inhaler"
"NCT02233803","Asthma","SYMBICORT forte (BFF 320/9mcg) TURBUHALER inhaler"
"NCT01384058","Diabetes Mellitus Type 2","Ezetimibe 10/Simvastatin 20"
"NCT01384058","Hypercholesterolemia","Ezetimibe 10/Simvastatin 20"
"NCT01385020","Healthy Subjects","Gemfibrozil & red yeast rice (LipoCol)"
"NCT01388582","Underweight","30 mcg EE and 150 LNG oral contraceptive (Microvlar)"
"NCT01222026","Primary Hyperparathyroidism","Strontium Ranelate + Ca/Vitamin-D"
"NCT01222026","Osteopenia","Strontium Ranelate + Ca/Vitamin-D"
"NCT01222026","Osteoporosis","Strontium Ranelate + Ca/Vitamin-D"
"NCT02313922","Psoriasis","etanercept combined with methotrexate or etanercept combined with placebo"
"NCT03379389","Urinary Tract Infections","Methenamine + Methylthioninium"
"NCT03379389","Urinary Tract Infections","Methenamine + Methylthioninium + Acriflavine + Atropa belladona"
"NCT01444248","Type 2 Diabetes Mellitus","Glimepiride/ Metformin"
"NCT01444248","Type 2 Diabetes Mellitus","Glimepiride/ Metformin"
"NCT00430638","Hypertension","olmesartan medoxomil + hydrochlorothiazide, if necessary"
"NCT02058446","Essential Hypertension","Amlodipine/Valsartan"
"NCT00070707","Rhinitis, Allergic, Seasonal","Albuterol/Salbutamol"
"NCT02321098","Foot Dermatoses","Loceryl NL + Cosmetic varnish"
"NCT01365923","Open Craniotomy","dexmedetomidine with remifentanil"
"NCT02223364","Total Knee Arthroplasty","Peripheral nerve blocks with Bupivacaine"
"NCT02223364","Total Knee Arthroplasty","Intra articular injection with Ropivacaine"
"NCT02223364","Total Knee Arthroplasty","Intra articular injection with liposomal bupivacaine"
"NCT01016977","Acne Vulgaris","Clindamycin 1%/Benzoyl Peroxide 5% and 0.1% tazarotene"
"NCT01016977","Acne Vulgaris","clindamycin phosphate 1.2%/benzoyl peroxide 2.5% and 0.1% tazarotene"
"NCT01538446","Acute Coronary Syndrome","prasugrel / clopidogrel"
"NCT01547416","Prostate Cancer","epidural 250mL of 0.2% ropivacaine and 2 μg/mL of fentanyl, 5 mL/hr continuous infusion and 0.5 mL bolus dose"
"NCT01592734","Constipation","Polyethylene glycol with electrolytes"
"NCT01592734","Faecal Impaction","Polyethylene glycol with electrolytes"
"NCT01596998","Transversus Abdominis Plane Block","Levobupivacaine with epinephrine"
"NCT00538590","Open Angle Glaucoma","Mitomycin-C(MMC) and glaucoma filtering surgery"
"NCT01851863","Compliance","Flupentixol-Melitracen(psychological and GI) + Omeprazole"
"NCT01851863","Compliance","Flupentixol-Melitracen(psychological) + Omeprazole"
"NCT01851863","Compliance","Flupentixol-Melitracen(without explanation) + Omeprazole"
"NCT01851863","Depression","Flupentixol-Melitracen(psychological and GI) + Omeprazole"
"NCT01851863","Depression","Flupentixol-Melitracen(psychological) + Omeprazole"
"NCT01851863","Depression","Flupentixol-Melitracen(without explanation) + Omeprazole"
"NCT01618305","HIV Infections","Lamivudine/zidovudine"
"NCT01746680","Rheumatoid Arthritis","Tacrolimus with Methotrexate"
"NCT01841775","Hepatitis C, Chronic","interferon α 2b + ribavirin"
"NCT01890629","Type 2 Diabetes Mellitus","Gemigliptin + Metformin / Sitagliptin + Metformin / Glimepiride + Metformin"
